Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,71,398,287,-2.67,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,73,398,287,1.94,0,1
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,31,398,287,-5.98,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,30,398,287,-6.02,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,38,398,287,-5.79,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,57,398,287,-0.16,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,20,398,287,-11.12,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,54,398,287,-12.39,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,21,398,287,-10.49,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,4,398,287,-1.49,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,17,398,287,-3.02,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,19,398,287,-7.42,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,25,398,287,-3.9,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,50,398,287,-1.76,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,37,398,287,-6.47,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,53,398,287,-4.31,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,70,398,287,0.1,0,1
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,35,398,287,-8.55,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,61,398,287,-2.35,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,13,398,287,-5.07,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,48,398,287,-0.94,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,14,398,287,-8.63,0,0
MITOXANTRONE,TOPOTECAN HYDROCHLORIDE,3,398,287,-6.11,0,0
GEFITINIB,LAPATINIB,17,655,545,4.92,0,1
GEFITINIB,LAPATINIB,19,655,545,0.1,0,1
GEFITINIB,LAPATINIB,25,655,545,-0.3,0,0
GEFITINIB,LAPATINIB,20,655,545,-7.27,0,0
GEFITINIB,LAPATINIB,54,655,545,8.84,0,1
GEFITINIB,LAPATINIB,21,655,545,-3.74,0,0
GEFITINIB,LAPATINIB,4,655,545,-3.93,0,0
GEFITINIB,LAPATINIB,61,655,545,-3.11,0,0
GEFITINIB,LAPATINIB,13,655,545,-6.91,0,0
GEFITINIB,LAPATINIB,48,655,545,-0.94,0,0
GEFITINIB,LAPATINIB,14,655,545,-3.34,0,0
GEFITINIB,LAPATINIB,3,655,545,-5.01,0,0
GEFITINIB,LAPATINIB,50,655,545,-2.45,0,0
GEFITINIB,LAPATINIB,37,655,545,-15.22,0,0
GEFITINIB,LAPATINIB,53,655,545,4.68,0,1
GEFITINIB,LAPATINIB,70,655,545,-4.77,0,0
GEFITINIB,LAPATINIB,35,655,545,1.16,0,1
GEFITINIB,LAPATINIB,16,655,545,-4.79,0,0
GEFITINIB,LAPATINIB,12,655,545,-9.17,0,0
GEFITINIB,LAPATINIB,46,655,545,-6.36,0,0
GEFITINIB,LAPATINIB,18,655,545,1.25,0,1
GEFITINIB,LAPATINIB,41,655,545,-1.13,0,0
GEFITINIB,LAPATINIB,39,655,545,-4.85,0,0
GEFITINIB,LAPATINIB,29,655,545,-2.27,0,0
GEFITINIB,LAPATINIB,32,655,545,-0.15,0,0
GEFITINIB,LAPATINIB,60,655,545,-0.09,0,0
GEFITINIB,LAPATINIB,63,655,545,-3.51,0,0
GEFITINIB,LAPATINIB,33,655,545,6.61,0,1
GEFITINIB,LAPATINIB,45,655,545,-3.64,0,0
GEFITINIB,LAPATINIB,73,655,545,6.09,0,1
GEFITINIB,LAPATINIB,31,655,545,-2.11,0,0
GEFITINIB,LAPATINIB,30,655,545,-7.25,0,0
GEFITINIB,LAPATINIB,38,655,545,-9.26,0,0
GEFITINIB,LAPATINIB,57,655,545,-1.98,0,0
GEFITINIB,LAPATINIB,52,655,545,-1.82,0,0
GEFITINIB,LAPATINIB,42,655,545,-5.0,0,0
GEFITINIB,LAPATINIB,36,655,545,-6.22,0,0
GEFITINIB,LAPATINIB,8,655,545,-5.85,0,0
GEFITINIB,LAPATINIB,55,655,545,-0.16,0,0
GEFITINIB,LAPATINIB,71,655,545,1.64,0,1
PEMETREXED,LAPATINIB,37,498,545,-2.12,0,0
PEMETREXED,LAPATINIB,50,498,545,4.79,0,1
PEMETREXED,LAPATINIB,35,498,545,4.34,0,1
PEMETREXED,LAPATINIB,53,498,545,-1.22,0,0
PEMETREXED,LAPATINIB,70,498,545,-2.16,0,0
PEMETREXED,LAPATINIB,13,498,545,-3.36,0,0
PEMETREXED,LAPATINIB,48,498,545,-3.7,0,0
PEMETREXED,LAPATINIB,61,498,545,-1.78,0,0
PEMETREXED,LAPATINIB,14,498,545,-3.99,0,0
PEMETREXED,LAPATINIB,3,498,545,-13.55,0,0
PEMETREXED,LAPATINIB,54,498,545,1.2,0,1
PEMETREXED,LAPATINIB,20,498,545,3.09,0,1
PEMETREXED,LAPATINIB,4,498,545,-2.66,0,0
PEMETREXED,LAPATINIB,21,498,545,-2.49,0,0
PEMETREXED,LAPATINIB,19,498,545,0.5,0,1
PEMETREXED,LAPATINIB,25,498,545,-2.28,0,0
PEMETREXED,LAPATINIB,17,498,545,2.62,0,1
PEMETREXED,LAPATINIB,36,498,545,-0.96,0,0
PEMETREXED,LAPATINIB,8,498,545,-2.18,0,0
PEMETREXED,LAPATINIB,52,498,545,-3.29,0,0
PEMETREXED,LAPATINIB,42,498,545,-8.83,0,0
PEMETREXED,LAPATINIB,71,498,545,-0.98,0,0
PEMETREXED,LAPATINIB,55,498,545,-2.52,0,0
PEMETREXED,LAPATINIB,30,498,545,0.72,0,1
PEMETREXED,LAPATINIB,73,498,545,0.99,0,1
PEMETREXED,LAPATINIB,31,498,545,3.31,0,1
PEMETREXED,LAPATINIB,38,498,545,-5.44,0,0
PEMETREXED,LAPATINIB,57,498,545,3.95,0,1
PEMETREXED,LAPATINIB,32,498,545,-4.98,0,0
PEMETREXED,LAPATINIB,60,498,545,-5.67,0,0
PEMETREXED,LAPATINIB,29,498,545,1.9,0,1
PEMETREXED,LAPATINIB,33,498,545,1.88,0,1
PEMETREXED,LAPATINIB,45,498,545,4.98,0,1
PEMETREXED,LAPATINIB,63,498,545,2.25,0,1
PEMETREXED,LAPATINIB,46,498,545,9.74,0,1
PEMETREXED,LAPATINIB,18,498,545,3.4,0,1
PEMETREXED,LAPATINIB,16,498,545,-3.54,0,0
PEMETREXED,LAPATINIB,12,498,545,-1.48,0,0
PEMETREXED,LAPATINIB,39,498,545,-6.11,0,0
PEMETREXED,LAPATINIB,41,498,545,5.39,0,1
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,17,65,343,-6.5,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,25,65,343,-12.72,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,19,65,343,-13.54,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,20,65,343,-9.11,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,54,65,343,-8.94,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,21,65,343,-17.26,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,4,65,343,-2.49,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,61,65,343,-12.79,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,48,65,343,-12.27,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,13,65,343,-6.14,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,3,65,343,-6.94,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,14,65,343,-13.33,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,50,65,343,-7.12,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,37,65,343,-12.84,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,70,65,343,-13.57,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,53,65,343,-6.3,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,35,65,343,-6.18,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,12,65,343,-2.1,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,16,65,343,-12.57,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,18,65,343,-7.48,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,46,65,343,-10.07,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,41,65,343,-11.01,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,39,65,343,-13.82,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,66,65,343,-9.69,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,29,65,343,-7.71,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,5,65,343,-9.83,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,60,65,343,-1.28,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,32,65,343,-8.22,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,63,65,343,-7.08,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,45,65,343,-12.91,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,33,65,343,-3.23,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,31,65,343,-6.53,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,73,65,343,-3.8,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,30,65,343,-7.7,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,57,65,343,-7.83,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,38,65,343,-2.29,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,42,65,343,-5.57,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,52,65,343,0.19,0,1
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,8,65,343,-15.7,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,36,65,343,-6.87,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,55,65,343,-14.44,0,0
DAUNORUBICIN HYDROCHLORIDE,MERCAPTOPURINE,71,65,343,3.47,0,1
LOMUSTINE,MERCAPTOPURINE,35,566,343,-5.54,0,0
LOMUSTINE,MERCAPTOPURINE,70,566,343,-15.89,0,0
LOMUSTINE,MERCAPTOPURINE,53,566,343,-6.54,0,0
LOMUSTINE,MERCAPTOPURINE,37,566,343,-12.13,0,0
LOMUSTINE,MERCAPTOPURINE,50,566,343,-8.55,0,0
LOMUSTINE,MERCAPTOPURINE,3,566,343,-14.56,0,0
LOMUSTINE,MERCAPTOPURINE,14,566,343,-13.48,0,0
LOMUSTINE,MERCAPTOPURINE,48,566,343,-13.71,0,0
LOMUSTINE,MERCAPTOPURINE,13,566,343,-3.92,0,0
LOMUSTINE,MERCAPTOPURINE,61,566,343,-12.95,0,0
LOMUSTINE,MERCAPTOPURINE,4,566,343,-4.2,0,0
LOMUSTINE,MERCAPTOPURINE,21,566,343,-14.8,0,0
LOMUSTINE,MERCAPTOPURINE,54,566,343,-7.97,0,0
LOMUSTINE,MERCAPTOPURINE,20,566,343,-9.09,0,0
LOMUSTINE,MERCAPTOPURINE,25,566,343,-12.91,0,0
LOMUSTINE,MERCAPTOPURINE,19,566,343,-17.08,0,0
LOMUSTINE,MERCAPTOPURINE,17,566,343,-5.65,0,0
LOMUSTINE,MERCAPTOPURINE,71,566,343,-12.83,0,0
LOMUSTINE,MERCAPTOPURINE,55,566,343,-13.16,0,0
LOMUSTINE,MERCAPTOPURINE,8,566,343,-14.88,0,0
LOMUSTINE,MERCAPTOPURINE,36,566,343,-4.85,0,0
LOMUSTINE,MERCAPTOPURINE,42,566,343,-10.85,0,0
LOMUSTINE,MERCAPTOPURINE,52,566,343,-8.3,0,0
LOMUSTINE,MERCAPTOPURINE,57,566,343,-11.89,0,0
LOMUSTINE,MERCAPTOPURINE,38,566,343,-6.73,0,0
LOMUSTINE,MERCAPTOPURINE,30,566,343,0.35,0,1
LOMUSTINE,MERCAPTOPURINE,31,566,343,-7.6,0,0
LOMUSTINE,MERCAPTOPURINE,73,566,343,-9.2,0,0
LOMUSTINE,MERCAPTOPURINE,45,566,343,-12.31,0,0
LOMUSTINE,MERCAPTOPURINE,33,566,343,-3.85,0,0
LOMUSTINE,MERCAPTOPURINE,63,566,343,-11.12,0,0
LOMUSTINE,MERCAPTOPURINE,60,566,343,-2.26,0,0
LOMUSTINE,MERCAPTOPURINE,32,566,343,-7.88,0,0
LOMUSTINE,MERCAPTOPURINE,5,566,343,-8.41,0,0
LOMUSTINE,MERCAPTOPURINE,39,566,343,-12.24,0,0
LOMUSTINE,MERCAPTOPURINE,66,566,343,-9.39,0,0
LOMUSTINE,MERCAPTOPURINE,41,566,343,-4.63,0,0
LOMUSTINE,MERCAPTOPURINE,18,566,343,-9.51,0,0
LOMUSTINE,MERCAPTOPURINE,46,566,343,-11.43,0,0
LOMUSTINE,MERCAPTOPURINE,12,566,343,-5.2,0,0
LOMUSTINE,MERCAPTOPURINE,16,566,343,-8.74,0,0
MITOXANTRONE,IMATINIB,31,398,577,14.22,0,1
MITOXANTRONE,IMATINIB,73,398,577,11.16,0,1
MITOXANTRONE,IMATINIB,30,398,577,12.57,0,1
MITOXANTRONE,IMATINIB,57,398,577,15.19,0,1
MITOXANTRONE,IMATINIB,38,398,577,7.74,0,1
MITOXANTRONE,IMATINIB,42,398,577,9.43,0,1
MITOXANTRONE,IMATINIB,52,398,577,10.9,0,1
MITOXANTRONE,IMATINIB,8,398,577,4.98,0,1
MITOXANTRONE,IMATINIB,36,398,577,6.39,0,1
MITOXANTRONE,IMATINIB,55,398,577,12.94,0,1
MITOXANTRONE,IMATINIB,71,398,577,6.4,0,1
MITOXANTRONE,IMATINIB,12,398,577,8.62,0,1
MITOXANTRONE,IMATINIB,16,398,577,-2.88,0,0
MITOXANTRONE,IMATINIB,18,398,577,12.88,0,1
MITOXANTRONE,IMATINIB,46,398,577,-1.22,0,0
MITOXANTRONE,IMATINIB,41,398,577,16.26,0,1
MITOXANTRONE,IMATINIB,39,398,577,8.53,0,1
MITOXANTRONE,IMATINIB,66,398,577,7.4,0,1
MITOXANTRONE,IMATINIB,29,398,577,4.11,0,1
MITOXANTRONE,IMATINIB,5,398,577,7.55,0,1
MITOXANTRONE,IMATINIB,60,398,577,7.1,0,1
MITOXANTRONE,IMATINIB,32,398,577,6.19,0,1
MITOXANTRONE,IMATINIB,63,398,577,13.07,0,1
MITOXANTRONE,IMATINIB,45,398,577,12.27,0,1
MITOXANTRONE,IMATINIB,33,398,577,15.94,0,1
MITOXANTRONE,IMATINIB,61,398,577,12.47,0,1
MITOXANTRONE,IMATINIB,48,398,577,4.28,0,1
MITOXANTRONE,IMATINIB,13,398,577,8.68,0,1
MITOXANTRONE,IMATINIB,3,398,577,1.65,0,1
MITOXANTRONE,IMATINIB,14,398,577,7.38,0,1
MITOXANTRONE,IMATINIB,50,398,577,8.6,0,1
MITOXANTRONE,IMATINIB,37,398,577,3.37,0,1
MITOXANTRONE,IMATINIB,70,398,577,5.01,0,1
MITOXANTRONE,IMATINIB,53,398,577,3.98,0,1
MITOXANTRONE,IMATINIB,35,398,577,14.1,0,1
MITOXANTRONE,IMATINIB,17,398,577,-0.52,0,0
MITOXANTRONE,IMATINIB,25,398,577,0.11,0,1
MITOXANTRONE,IMATINIB,19,398,577,2.46,0,1
MITOXANTRONE,IMATINIB,20,398,577,10.75,0,1
MITOXANTRONE,IMATINIB,54,398,577,-4.97,0,0
MITOXANTRONE,IMATINIB,21,398,577,13.49,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,50,219,343,-0.19,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,37,219,343,-10.9,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,70,219,343,-11.79,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,53,219,343,-4.69,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,35,219,343,-4.06,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,61,219,343,-7.49,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,48,219,343,-6.46,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,13,219,343,-5.46,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,3,219,343,-6.99,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,14,219,343,-10.25,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,20,219,343,1.14,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,54,219,343,-2.38,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,21,219,343,-9.28,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,4,219,343,3.35,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,17,219,343,0.22,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,25,219,343,-7.7,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,19,219,343,-10.73,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,42,219,343,-6.77,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,52,219,343,-2.81,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,8,219,343,-13.57,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,36,219,343,-3.74,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,55,219,343,-10.93,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,31,219,343,-9.43,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,73,219,343,-8.5,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,30,219,343,-6.98,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,57,219,343,-6.08,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,38,219,343,0.61,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,29,219,343,-2.27,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,5,219,343,-3.68,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,60,219,343,-2.77,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,32,219,343,0.72,0,1
MEGESTROL ACETATE,MERCAPTOPURINE,63,219,343,-4.02,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,45,219,343,-6.22,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,33,219,343,-3.13,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,12,219,343,-1.92,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,16,219,343,-7.93,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,18,219,343,-6.75,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,46,219,343,-9.18,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,41,219,343,-10.36,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,39,219,343,-9.23,0,0
MEGESTROL ACETATE,MERCAPTOPURINE,66,219,343,-14.76,0,0
DEXRAZOXANE,SORAFENIB,35,276,142,-7.45,0,0
DEXRAZOXANE,SORAFENIB,70,276,142,-6.91,0,0
DEXRAZOXANE,SORAFENIB,53,276,142,-3.85,0,0
DEXRAZOXANE,SORAFENIB,37,276,142,-9.86,0,0
DEXRAZOXANE,SORAFENIB,50,276,142,3.2,0,1
DEXRAZOXANE,SORAFENIB,3,276,142,-6.98,0,0
DEXRAZOXANE,SORAFENIB,14,276,142,-3.59,0,0
DEXRAZOXANE,SORAFENIB,48,276,142,-4.98,0,0
DEXRAZOXANE,SORAFENIB,13,276,142,-0.77,0,0
DEXRAZOXANE,SORAFENIB,61,276,142,-7.46,0,0
DEXRAZOXANE,SORAFENIB,21,276,142,-16.53,0,0
DEXRAZOXANE,SORAFENIB,54,276,142,-2.08,0,0
DEXRAZOXANE,SORAFENIB,20,276,142,-9.39,0,0
DEXRAZOXANE,SORAFENIB,25,276,142,-4.47,0,0
DEXRAZOXANE,SORAFENIB,19,276,142,-3.13,0,0
DEXRAZOXANE,SORAFENIB,17,276,142,-8.08,0,0
DEXRAZOXANE,SORAFENIB,71,276,142,0.57,0,1
DEXRAZOXANE,SORAFENIB,55,276,142,-2.76,0,0
DEXRAZOXANE,SORAFENIB,8,276,142,-8.73,0,0
DEXRAZOXANE,SORAFENIB,36,276,142,-11.08,0,0
DEXRAZOXANE,SORAFENIB,42,276,142,0.26,0,1
DEXRAZOXANE,SORAFENIB,52,276,142,-7.4,0,0
DEXRAZOXANE,SORAFENIB,57,276,142,-5.69,0,0
DEXRAZOXANE,SORAFENIB,38,276,142,-10.31,0,0
DEXRAZOXANE,SORAFENIB,30,276,142,-8.77,0,0
DEXRAZOXANE,SORAFENIB,31,276,142,-6.5,0,0
DEXRAZOXANE,SORAFENIB,73,276,142,-1.19,0,0
DEXRAZOXANE,SORAFENIB,45,276,142,-7.84,0,0
DEXRAZOXANE,SORAFENIB,33,276,142,2.66,0,1
DEXRAZOXANE,SORAFENIB,63,276,142,-7.13,0,0
DEXRAZOXANE,SORAFENIB,60,276,142,-1.27,0,0
DEXRAZOXANE,SORAFENIB,32,276,142,-6.65,0,0
DEXRAZOXANE,SORAFENIB,29,276,142,-4.21,0,0
DEXRAZOXANE,SORAFENIB,5,276,142,-6.44,0,0
DEXRAZOXANE,SORAFENIB,39,276,142,-4.98,0,0
DEXRAZOXANE,SORAFENIB,66,276,142,-9.7,0,0
DEXRAZOXANE,SORAFENIB,41,276,142,-7.24,0,0
DEXRAZOXANE,SORAFENIB,18,276,142,-12.25,0,0
DEXRAZOXANE,SORAFENIB,46,276,142,-6.6,0,0
DEXRAZOXANE,SORAFENIB,12,276,142,-1.51,0,0
DEXRAZOXANE,SORAFENIB,16,276,142,-9.43,0,0
MEGESTROL ACETATE,CRIZOTINIB,18,219,476,1.96,0,1
MEGESTROL ACETATE,CRIZOTINIB,46,219,476,3.06,0,1
MEGESTROL ACETATE,CRIZOTINIB,12,219,476,-2.13,0,0
MEGESTROL ACETATE,CRIZOTINIB,16,219,476,0.12,0,1
MEGESTROL ACETATE,CRIZOTINIB,39,219,476,1.54,0,1
MEGESTROL ACETATE,CRIZOTINIB,66,219,476,5.79,0,1
MEGESTROL ACETATE,CRIZOTINIB,41,219,476,10.59,0,1
MEGESTROL ACETATE,CRIZOTINIB,60,219,476,-2.37,0,0
MEGESTROL ACETATE,CRIZOTINIB,32,219,476,-1.85,0,0
MEGESTROL ACETATE,CRIZOTINIB,29,219,476,-2.85,0,0
MEGESTROL ACETATE,CRIZOTINIB,5,219,476,2.15,0,1
MEGESTROL ACETATE,CRIZOTINIB,45,219,476,3.25,0,1
MEGESTROL ACETATE,CRIZOTINIB,33,219,476,-1.36,0,0
MEGESTROL ACETATE,CRIZOTINIB,63,219,476,2.38,0,1
MEGESTROL ACETATE,CRIZOTINIB,30,219,476,0.05,0,1
MEGESTROL ACETATE,CRIZOTINIB,31,219,476,-4.32,0,0
MEGESTROL ACETATE,CRIZOTINIB,73,219,476,-2.99,0,0
MEGESTROL ACETATE,CRIZOTINIB,57,219,476,-1.33,0,0
MEGESTROL ACETATE,CRIZOTINIB,38,219,476,0.05,0,1
MEGESTROL ACETATE,CRIZOTINIB,8,219,476,0.63,0,1
MEGESTROL ACETATE,CRIZOTINIB,36,219,476,-3.54,0,0
MEGESTROL ACETATE,CRIZOTINIB,42,219,476,-7.42,0,0
MEGESTROL ACETATE,CRIZOTINIB,52,219,476,-2.13,0,0
MEGESTROL ACETATE,CRIZOTINIB,71,219,476,-1.67,0,0
MEGESTROL ACETATE,CRIZOTINIB,55,219,476,2.43,0,1
MEGESTROL ACETATE,CRIZOTINIB,25,219,476,7.26,0,1
MEGESTROL ACETATE,CRIZOTINIB,19,219,476,2.55,0,1
MEGESTROL ACETATE,CRIZOTINIB,17,219,476,4.08,0,1
MEGESTROL ACETATE,CRIZOTINIB,54,219,476,8.26,0,1
MEGESTROL ACETATE,CRIZOTINIB,20,219,476,-0.72,0,0
MEGESTROL ACETATE,CRIZOTINIB,21,219,476,-2.93,0,0
MEGESTROL ACETATE,CRIZOTINIB,48,219,476,0.75,0,1
MEGESTROL ACETATE,CRIZOTINIB,13,219,476,-3.68,0,0
MEGESTROL ACETATE,CRIZOTINIB,61,219,476,3.31,0,1
MEGESTROL ACETATE,CRIZOTINIB,3,219,476,0.34,0,1
MEGESTROL ACETATE,CRIZOTINIB,14,219,476,-1.34,0,0
MEGESTROL ACETATE,CRIZOTINIB,37,219,476,-1.39,0,0
MEGESTROL ACETATE,CRIZOTINIB,50,219,476,3.01,0,1
MEGESTROL ACETATE,CRIZOTINIB,35,219,476,-1.67,0,0
MEGESTROL ACETATE,CRIZOTINIB,70,219,476,-1.02,0,0
MEGESTROL ACETATE,CRIZOTINIB,53,219,476,1.3,0,1
MEGESTROL ACETATE,SORAFENIB,38,219,142,-4.0,0,0
MEGESTROL ACETATE,SORAFENIB,57,219,142,6.4,0,1
MEGESTROL ACETATE,SORAFENIB,30,219,142,1.66,0,1
MEGESTROL ACETATE,SORAFENIB,73,219,142,3.84,0,1
MEGESTROL ACETATE,SORAFENIB,31,219,142,1.99,0,1
MEGESTROL ACETATE,SORAFENIB,71,219,142,5.5,0,1
MEGESTROL ACETATE,SORAFENIB,55,219,142,4.3,0,1
MEGESTROL ACETATE,SORAFENIB,36,219,142,-4.96,0,0
MEGESTROL ACETATE,SORAFENIB,8,219,142,-4.02,0,0
MEGESTROL ACETATE,SORAFENIB,52,219,142,-2.64,0,0
MEGESTROL ACETATE,SORAFENIB,42,219,142,0.4,0,1
MEGESTROL ACETATE,SORAFENIB,66,219,142,-1.46,0,0
MEGESTROL ACETATE,SORAFENIB,39,219,142,3.66,0,1
MEGESTROL ACETATE,SORAFENIB,41,219,142,1.81,0,1
MEGESTROL ACETATE,SORAFENIB,46,219,142,1.05,0,1
MEGESTROL ACETATE,SORAFENIB,18,219,142,3.32,0,1
MEGESTROL ACETATE,SORAFENIB,16,219,142,-7.41,0,0
MEGESTROL ACETATE,SORAFENIB,12,219,142,2.38,0,1
MEGESTROL ACETATE,SORAFENIB,33,219,142,5.42,0,1
MEGESTROL ACETATE,SORAFENIB,45,219,142,4.13,0,1
MEGESTROL ACETATE,SORAFENIB,63,219,142,1.89,0,1
MEGESTROL ACETATE,SORAFENIB,32,219,142,3.2,0,1
MEGESTROL ACETATE,SORAFENIB,60,219,142,2.38,0,1
MEGESTROL ACETATE,SORAFENIB,5,219,142,4.32,0,1
MEGESTROL ACETATE,SORAFENIB,29,219,142,3.88,0,1
MEGESTROL ACETATE,SORAFENIB,14,219,142,1.72,0,1
MEGESTROL ACETATE,SORAFENIB,3,219,142,0.86,0,1
MEGESTROL ACETATE,SORAFENIB,13,219,142,-6.11,0,0
MEGESTROL ACETATE,SORAFENIB,48,219,142,-0.77,0,0
MEGESTROL ACETATE,SORAFENIB,61,219,142,2.17,0,1
MEGESTROL ACETATE,SORAFENIB,35,219,142,0.39,0,1
