Drug1,Drug2,cell,drug1_db,drug2_db,synergy,sideeffect,synergistic
DEXRAZOXANE,DACARBAZINE,4,599,650,-1.23,0,0
DEXRAZOXANE,DACARBAZINE,61,599,650,-0.37,0,0
DEXRAZOXANE,DACARBAZINE,55,599,650,-4.15,0,0
DEXRAZOXANE,DACARBAZINE,31,599,650,-2.17,0,0
DEXRAZOXANE,DACARBAZINE,36,599,650,-2.27,0,0
DEXRAZOXANE,DACARBAZINE,24,599,650,-2.82,0,0
DEXRAZOXANE,DACARBAZINE,72,599,650,3.51,0,1
DEXRAZOXANE,DACARBAZINE,29,599,650,-9.98,0,0
DEXRAZOXANE,DACARBAZINE,75,599,650,3.8,0,1
RUXOLITINIB,PACLITAXEL,54,22,477,3.57,0,1
RUXOLITINIB,PACLITAXEL,30,22,477,20.05,0,1
RUXOLITINIB,PACLITAXEL,39,22,477,-1.63,0,0
RUXOLITINIB,PACLITAXEL,68,22,477,-0.17,0,0
RUXOLITINIB,PACLITAXEL,62,22,477,2.6,0,1
RUXOLITINIB,PACLITAXEL,6,22,477,12.19,0,1
RUXOLITINIB,PACLITAXEL,23,22,477,-4.73,0,0
RUXOLITINIB,PACLITAXEL,67,22,477,4.4,0,1
RUXOLITINIB,PACLITAXEL,57,22,477,13.17,0,1
RUXOLITINIB,PACLITAXEL,18,22,477,2.63,0,1
RUXOLITINIB,PACLITAXEL,2,22,477,-5.88,0,0
RUXOLITINIB,PACLITAXEL,11,22,477,15.64,0,1
RUXOLITINIB,PACLITAXEL,47,22,477,11.74,0,1
RUXOLITINIB,PACLITAXEL,44,22,477,6.1,0,1
RUXOLITINIB,PACLITAXEL,17,22,477,6.83,0,1
RUXOLITINIB,PACLITAXEL,8,22,477,7.3,0,1
RUXOLITINIB,PACLITAXEL,25,22,477,5.86,0,1
RUXOLITINIB,PACLITAXEL,5,22,477,4.52,0,1
RUXOLITINIB,PACLITAXEL,28,22,477,14.2,0,1
RUXOLITINIB,PACLITAXEL,1,22,477,-2.32,0,0
RUXOLITINIB,PACLITAXEL,26,22,477,19.1,0,1
RUXOLITINIB,PACLITAXEL,60,22,477,8.82,0,1
RUXOLITINIB,PACLITAXEL,69,22,477,8.51,0,1
RUXOLITINIB,PACLITAXEL,49,22,477,16.95,0,1
RUXOLITINIB,PACLITAXEL,66,22,477,29.6,0,1
RUXOLITINIB,PACLITAXEL,64,22,477,3.67,0,1
RUXOLITINIB,PACLITAXEL,34,22,477,-5.26,0,0
RUXOLITINIB,PACLITAXEL,38,22,477,9.96,0,1
RUXOLITINIB,PACLITAXEL,53,22,477,10.15,0,1
RUXOLITINIB,PACLITAXEL,32,22,477,19.12,0,1
RUXOLITINIB,PACLITAXEL,65,22,477,10.32,0,1
RUXOLITINIB,PACLITAXEL,45,22,477,2.89,0,1
RUXOLITINIB,PACLITAXEL,72,22,477,-0.46,0,0
RUXOLITINIB,PACLITAXEL,29,22,477,4.75,0,1
RUXOLITINIB,PACLITAXEL,75,22,477,4.77,0,1
RUXOLITINIB,PACLITAXEL,36,22,477,4.89,0,1
RUXOLITINIB,PACLITAXEL,24,22,477,7.21,0,1
RUXOLITINIB,PACLITAXEL,55,22,477,5.04,0,1
RUXOLITINIB,PACLITAXEL,31,22,477,16.69,0,1
RUXOLITINIB,PACLITAXEL,40,22,477,18.41,0,1
RUXOLITINIB,PACLITAXEL,4,22,477,9.17,0,1
RUXOLITINIB,PACLITAXEL,61,22,477,13.88,0,1
VISMODEGIB,PACLITAXEL,66,464,477,34.36,0,1
VISMODEGIB,PACLITAXEL,49,464,477,15.8,0,1
VISMODEGIB,PACLITAXEL,69,464,477,7.21,0,1
VISMODEGIB,PACLITAXEL,60,464,477,9.86,0,1
VISMODEGIB,PACLITAXEL,26,464,477,17.0,0,1
VISMODEGIB,PACLITAXEL,1,464,477,2.68,0,1
VISMODEGIB,PACLITAXEL,28,464,477,14.61,0,1
VISMODEGIB,PACLITAXEL,5,464,477,4.67,0,1
VISMODEGIB,PACLITAXEL,25,464,477,12.56,0,1
VISMODEGIB,PACLITAXEL,8,464,477,6.93,0,1
VISMODEGIB,PACLITAXEL,17,464,477,11.64,0,1
VISMODEGIB,PACLITAXEL,44,464,477,0.11,0,1
VISMODEGIB,PACLITAXEL,47,464,477,12.93,0,1
VISMODEGIB,PACLITAXEL,11,464,477,6.35,0,1
VISMODEGIB,PACLITAXEL,2,464,477,8.05,0,1
VISMODEGIB,PACLITAXEL,18,464,477,5.04,0,1
VISMODEGIB,PACLITAXEL,57,464,477,4.23,0,1
VISMODEGIB,PACLITAXEL,67,464,477,10.17,0,1
VISMODEGIB,PACLITAXEL,23,464,477,-3.95,0,0
VISMODEGIB,PACLITAXEL,6,464,477,28.49,0,1
VISMODEGIB,PACLITAXEL,62,464,477,7.51,0,1
VISMODEGIB,PACLITAXEL,68,464,477,9.6,0,1
VISMODEGIB,PACLITAXEL,39,464,477,7.06,0,1
VISMODEGIB,PACLITAXEL,30,464,477,17.83,0,1
VISMODEGIB,PACLITAXEL,54,464,477,4.06,0,1
VISMODEGIB,PACLITAXEL,61,464,477,9.27,0,1
VISMODEGIB,PACLITAXEL,4,464,477,5.15,0,1
VISMODEGIB,PACLITAXEL,40,464,477,13.27,0,1
VISMODEGIB,PACLITAXEL,31,464,477,13.65,0,1
VISMODEGIB,PACLITAXEL,55,464,477,1.57,0,1
VISMODEGIB,PACLITAXEL,24,464,477,14.82,0,1
VISMODEGIB,PACLITAXEL,36,464,477,4.13,0,1
VISMODEGIB,PACLITAXEL,75,464,477,5.29,0,1
VISMODEGIB,PACLITAXEL,29,464,477,7.47,0,1
VISMODEGIB,PACLITAXEL,72,464,477,13.38,0,1
VISMODEGIB,PACLITAXEL,45,464,477,6.81,0,1
VISMODEGIB,PACLITAXEL,65,464,477,8.32,0,1
VISMODEGIB,PACLITAXEL,32,464,477,14.85,0,1
VISMODEGIB,PACLITAXEL,53,464,477,5.68,0,1
VISMODEGIB,PACLITAXEL,38,464,477,12.2,0,1
VISMODEGIB,PACLITAXEL,34,464,477,-0.68,0,0
VISMODEGIB,PACLITAXEL,64,464,477,11.32,0,1
CRIZOTINIB,PACLITAXEL,18,572,477,-0.14,0,0
CRIZOTINIB,PACLITAXEL,67,572,477,0.34,0,1
CRIZOTINIB,PACLITAXEL,57,572,477,-1.01,0,0
CRIZOTINIB,PACLITAXEL,47,572,477,7.01,0,1
CRIZOTINIB,PACLITAXEL,44,572,477,-1.26,0,0
CRIZOTINIB,PACLITAXEL,2,572,477,-4.14,0,0
CRIZOTINIB,PACLITAXEL,11,572,477,1.88,0,1
CRIZOTINIB,PACLITAXEL,39,572,477,-3.12,0,0
CRIZOTINIB,PACLITAXEL,54,572,477,1.8,0,1
CRIZOTINIB,PACLITAXEL,30,572,477,4.22,0,1
CRIZOTINIB,PACLITAXEL,6,572,477,12.0,0,1
CRIZOTINIB,PACLITAXEL,23,572,477,-7.55,0,0
CRIZOTINIB,PACLITAXEL,68,572,477,-0.24,0,0
CRIZOTINIB,PACLITAXEL,62,572,477,0.16,0,1
CRIZOTINIB,PACLITAXEL,26,572,477,11.85,0,1
CRIZOTINIB,PACLITAXEL,60,572,477,5.21,0,1
CRIZOTINIB,PACLITAXEL,49,572,477,6.32,0,1
CRIZOTINIB,PACLITAXEL,66,572,477,24.59,0,1
CRIZOTINIB,PACLITAXEL,69,572,477,13.16,0,1
CRIZOTINIB,PACLITAXEL,8,572,477,3.28,0,1
CRIZOTINIB,PACLITAXEL,17,572,477,3.9,0,1
CRIZOTINIB,PACLITAXEL,28,572,477,2.51,0,1
CRIZOTINIB,PACLITAXEL,1,572,477,-2.97,0,0
CRIZOTINIB,PACLITAXEL,25,572,477,6.65,0,1
CRIZOTINIB,PACLITAXEL,5,572,477,-0.1,0,0
CRIZOTINIB,PACLITAXEL,45,572,477,-4.8,0,0
CRIZOTINIB,PACLITAXEL,32,572,477,7.05,0,1
CRIZOTINIB,PACLITAXEL,65,572,477,4.51,0,1
CRIZOTINIB,PACLITAXEL,34,572,477,-2.5,0,0
CRIZOTINIB,PACLITAXEL,64,572,477,-1.68,0,0
CRIZOTINIB,PACLITAXEL,53,572,477,-0.98,0,0
CRIZOTINIB,PACLITAXEL,38,572,477,4.12,0,1
CRIZOTINIB,PACLITAXEL,55,572,477,-0.8,0,0
CRIZOTINIB,PACLITAXEL,31,572,477,5.02,0,1
CRIZOTINIB,PACLITAXEL,61,572,477,6.71,0,1
CRIZOTINIB,PACLITAXEL,40,572,477,6.58,0,1
CRIZOTINIB,PACLITAXEL,4,572,477,7.34,0,1
CRIZOTINIB,PACLITAXEL,29,572,477,2.42,0,1
CRIZOTINIB,PACLITAXEL,75,572,477,-1.39,0,0
CRIZOTINIB,PACLITAXEL,72,572,477,-1.06,0,0
CRIZOTINIB,PACLITAXEL,24,572,477,4.65,0,1
CRIZOTINIB,PACLITAXEL,36,572,477,-0.39,0,0
CABAZITAXEL,PACLITAXEL,5,97,477,2.97,0,1
CABAZITAXEL,PACLITAXEL,25,97,477,8.66,0,1
CABAZITAXEL,PACLITAXEL,1,97,477,-2.29,0,0
CABAZITAXEL,PACLITAXEL,28,97,477,4.86,0,1
CABAZITAXEL,PACLITAXEL,17,97,477,4.82,0,1
CABAZITAXEL,PACLITAXEL,8,97,477,9.18,0,1
CABAZITAXEL,PACLITAXEL,69,97,477,19.46,0,1
CABAZITAXEL,PACLITAXEL,66,97,477,19.82,0,1
CABAZITAXEL,PACLITAXEL,49,97,477,13.34,0,1
CABAZITAXEL,PACLITAXEL,60,97,477,1.4,0,1
CABAZITAXEL,PACLITAXEL,26,97,477,13.92,0,1
CABAZITAXEL,PACLITAXEL,62,97,477,2.49,0,1
CABAZITAXEL,PACLITAXEL,68,97,477,1.19,0,1
CABAZITAXEL,PACLITAXEL,23,97,477,-10.66,0,0
CABAZITAXEL,PACLITAXEL,6,97,477,2.58,0,1
CABAZITAXEL,PACLITAXEL,30,97,477,9.6,0,1
CABAZITAXEL,PACLITAXEL,54,97,477,1.78,0,1
CABAZITAXEL,PACLITAXEL,39,97,477,-4.34,0,0
CABAZITAXEL,PACLITAXEL,11,97,477,9.55,0,1
CABAZITAXEL,PACLITAXEL,2,97,477,-3.75,0,0
CABAZITAXEL,PACLITAXEL,44,97,477,0.87,0,1
CABAZITAXEL,PACLITAXEL,47,97,477,23.3,0,1
CABAZITAXEL,PACLITAXEL,57,97,477,11.64,0,1
CABAZITAXEL,PACLITAXEL,67,97,477,0.79,0,1
CABAZITAXEL,PACLITAXEL,18,97,477,3.55,0,1
CABAZITAXEL,PACLITAXEL,36,97,477,6.12,0,1
CABAZITAXEL,PACLITAXEL,24,97,477,4.67,0,1
CABAZITAXEL,PACLITAXEL,72,97,477,-3.99,0,0
CABAZITAXEL,PACLITAXEL,75,97,477,3.54,0,1
CABAZITAXEL,PACLITAXEL,29,97,477,2.12,0,1
CABAZITAXEL,PACLITAXEL,4,97,477,3.77,0,1
CABAZITAXEL,PACLITAXEL,40,97,477,7.57,0,1
CABAZITAXEL,PACLITAXEL,61,97,477,11.81,0,1
CABAZITAXEL,PACLITAXEL,31,97,477,4.22,0,1
CABAZITAXEL,PACLITAXEL,55,97,477,8.08,0,1
CABAZITAXEL,PACLITAXEL,38,97,477,3.09,0,1
CABAZITAXEL,PACLITAXEL,53,97,477,4.95,0,1
CABAZITAXEL,PACLITAXEL,64,97,477,-1.82,0,0
CABAZITAXEL,PACLITAXEL,34,97,477,-1.45,0,0
CABAZITAXEL,PACLITAXEL,65,97,477,-1.79,0,0
CABAZITAXEL,PACLITAXEL,32,97,477,18.09,0,1
CABAZITAXEL,PACLITAXEL,45,97,477,-3.47,0,0
VANDETANIB,PACLITAXEL,75,27,477,0.9,0,1
VANDETANIB,PACLITAXEL,29,27,477,3.46,0,1
VANDETANIB,PACLITAXEL,72,27,477,3.29,0,1
VANDETANIB,PACLITAXEL,24,27,477,8.41,0,1
VANDETANIB,PACLITAXEL,36,27,477,-3.65,0,0
VANDETANIB,PACLITAXEL,31,27,477,8.03,0,1
VANDETANIB,PACLITAXEL,55,27,477,2.41,0,1
VANDETANIB,PACLITAXEL,61,27,477,15.35,0,1
VANDETANIB,PACLITAXEL,4,27,477,8.62,0,1
VANDETANIB,PACLITAXEL,40,27,477,16.29,0,1
VANDETANIB,PACLITAXEL,34,27,477,-10.54,0,0
VANDETANIB,PACLITAXEL,64,27,477,1.83,0,1
VANDETANIB,PACLITAXEL,53,27,477,6.08,0,1
VANDETANIB,PACLITAXEL,38,27,477,7.68,0,1
VANDETANIB,PACLITAXEL,45,27,477,3.09,0,1
VANDETANIB,PACLITAXEL,65,27,477,6.24,0,1
VANDETANIB,PACLITAXEL,32,27,477,19.31,0,1
VANDETANIB,PACLITAXEL,8,27,477,1.79,0,1
VANDETANIB,PACLITAXEL,17,27,477,11.28,0,1
VANDETANIB,PACLITAXEL,1,27,477,-7.52,0,0
VANDETANIB,PACLITAXEL,28,27,477,15.85,0,1
VANDETANIB,PACLITAXEL,5,27,477,-3.05,0,0
VANDETANIB,PACLITAXEL,25,27,477,7.44,0,1
VANDETANIB,PACLITAXEL,60,27,477,10.88,0,1
VANDETANIB,PACLITAXEL,26,27,477,22.21,0,1
VANDETANIB,PACLITAXEL,66,27,477,32.64,0,1
VANDETANIB,PACLITAXEL,49,27,477,16.58,0,1
VANDETANIB,PACLITAXEL,69,27,477,3.58,0,1
VANDETANIB,PACLITAXEL,39,27,477,2.18,0,1
VANDETANIB,PACLITAXEL,30,27,477,18.9,0,1
VANDETANIB,PACLITAXEL,54,27,477,4.6,0,1
VANDETANIB,PACLITAXEL,23,27,477,-6.62,0,0
VANDETANIB,PACLITAXEL,6,27,477,9.21,0,1
VANDETANIB,PACLITAXEL,62,27,477,8.24,0,1
VANDETANIB,PACLITAXEL,68,27,477,2.14,0,1
VANDETANIB,PACLITAXEL,18,27,477,2.49,0,1
VANDETANIB,PACLITAXEL,57,27,477,12.28,0,1
VANDETANIB,PACLITAXEL,67,27,477,2.48,0,1
VANDETANIB,PACLITAXEL,44,27,477,1.58,0,1
VANDETANIB,PACLITAXEL,47,27,477,8.49,0,1
VANDETANIB,PACLITAXEL,11,27,477,7.92,0,1
VANDETANIB,PACLITAXEL,2,27,477,0.14,0,1
DEXRAZOXANE,SUNITINIB,8,599,667,-0.49,0,0
DEXRAZOXANE,SUNITINIB,17,599,667,2.65,0,1
DEXRAZOXANE,SUNITINIB,28,599,667,2.76,0,1
DEXRAZOXANE,SUNITINIB,1,599,667,-8.67,0,0
DEXRAZOXANE,SUNITINIB,25,599,667,-3.66,0,0
DEXRAZOXANE,SUNITINIB,5,599,667,-6.71,0,0
DEXRAZOXANE,SUNITINIB,26,599,667,-1.81,0,0
DEXRAZOXANE,SUNITINIB,60,599,667,-6.3,0,0
DEXRAZOXANE,SUNITINIB,49,599,667,1.02,0,1
DEXRAZOXANE,SUNITINIB,66,599,667,-1.42,0,0
DEXRAZOXANE,SUNITINIB,69,599,667,-2.02,0,0
DEXRAZOXANE,SUNITINIB,39,599,667,-2.24,0,0
DEXRAZOXANE,SUNITINIB,54,599,667,-4.66,0,0
DEXRAZOXANE,SUNITINIB,30,599,667,0.12,0,1
DEXRAZOXANE,SUNITINIB,6,599,667,-7.83,0,0
DEXRAZOXANE,SUNITINIB,23,599,667,-3.86,0,0
DEXRAZOXANE,SUNITINIB,68,599,667,-2.52,0,0
DEXRAZOXANE,SUNITINIB,62,599,667,-16.79,0,0
DEXRAZOXANE,SUNITINIB,18,599,667,-8.33,0,0
DEXRAZOXANE,SUNITINIB,67,599,667,-4.53,0,0
DEXRAZOXANE,SUNITINIB,57,599,667,3.39,0,1
DEXRAZOXANE,SUNITINIB,47,599,667,0.67,0,1
DEXRAZOXANE,SUNITINIB,44,599,667,-2.84,0,0
DEXRAZOXANE,SUNITINIB,2,599,667,-2.61,0,0
DEXRAZOXANE,SUNITINIB,11,599,667,0.64,0,1
DEXRAZOXANE,SUNITINIB,29,599,667,-5.33,0,0
DEXRAZOXANE,SUNITINIB,75,599,667,-0.73,0,0
DEXRAZOXANE,SUNITINIB,72,599,667,-9.15,0,0
DEXRAZOXANE,SUNITINIB,24,599,667,-2.49,0,0
DEXRAZOXANE,SUNITINIB,36,599,667,-3.8,0,0
DEXRAZOXANE,SUNITINIB,55,599,667,-3.37,0,0
DEXRAZOXANE,SUNITINIB,31,599,667,-4.92,0,0
DEXRAZOXANE,SUNITINIB,61,599,667,-1.67,0,0
DEXRAZOXANE,SUNITINIB,40,599,667,-5.73,0,0
DEXRAZOXANE,SUNITINIB,4,599,667,-0.7,0,0
DEXRAZOXANE,SUNITINIB,34,599,667,-8.51,0,0
DEXRAZOXANE,SUNITINIB,53,599,667,-3.44,0,0
DEXRAZOXANE,SUNITINIB,38,599,667,-1.92,0,0
DEXRAZOXANE,SUNITINIB,45,599,667,0.33,0,1
DEXRAZOXANE,SUNITINIB,32,599,667,5.25,0,1
DEXRAZOXANE,SUNITINIB,65,599,667,-1.56,0,0
PEMETREXED,LOMUSTINE,8,275,356,-8.11,0,0
PEMETREXED,LOMUSTINE,17,275,356,-6.75,0,0
PEMETREXED,LOMUSTINE,28,275,356,-10.45,0,0
PEMETREXED,LOMUSTINE,1,275,356,-7.74,0,0
PEMETREXED,LOMUSTINE,25,275,356,-10.95,0,0
PEMETREXED,LOMUSTINE,5,275,356,-4.29,0,0
PEMETREXED,LOMUSTINE,26,275,356,-7.68,0,0
PEMETREXED,LOMUSTINE,60,275,356,-9.2,0,0
PEMETREXED,LOMUSTINE,49,275,356,-3.72,0,0
PEMETREXED,LOMUSTINE,66,275,356,-4.79,0,0
PEMETREXED,LOMUSTINE,69,275,356,-7.56,0,0
PEMETREXED,LOMUSTINE,39,275,356,-7.06,0,0
PEMETREXED,LOMUSTINE,54,275,356,-9.08,0,0
PEMETREXED,LOMUSTINE,6,275,356,-5.74,0,0
PEMETREXED,LOMUSTINE,23,275,356,-4.59,0,0
PEMETREXED,LOMUSTINE,68,275,356,-3.6,0,0
PEMETREXED,LOMUSTINE,62,275,356,-10.12,0,0
PEMETREXED,LOMUSTINE,18,275,356,-5.43,0,0
PEMETREXED,LOMUSTINE,67,275,356,-8.04,0,0
PEMETREXED,LOMUSTINE,57,275,356,-8.45,0,0
PEMETREXED,LOMUSTINE,47,275,356,-4.42,0,0
PEMETREXED,LOMUSTINE,44,275,356,-14.73,0,0
PEMETREXED,LOMUSTINE,2,275,356,-8.04,0,0
PEMETREXED,LOMUSTINE,11,275,356,-3.82,0,0
PEMETREXED,LOMUSTINE,29,275,356,-8.05,0,0
PEMETREXED,LOMUSTINE,75,275,356,-3.99,0,0
PEMETREXED,LOMUSTINE,72,275,356,-8.94,0,0
PEMETREXED,LOMUSTINE,24,275,356,-10.06,0,0
PEMETREXED,LOMUSTINE,55,275,356,-13.05,0,0
PEMETREXED,LOMUSTINE,31,275,356,-5.42,0,0
PEMETREXED,LOMUSTINE,61,275,356,-4.43,0,0
PEMETREXED,LOMUSTINE,40,275,356,-3.01,0,0
PEMETREXED,LOMUSTINE,4,275,356,-1.62,0,0
PEMETREXED,LOMUSTINE,34,275,356,-12.57,0,0
PEMETREXED,LOMUSTINE,64,275,356,-8.89,0,0
PEMETREXED,LOMUSTINE,53,275,356,-8.17,0,0
PEMETREXED,LOMUSTINE,38,275,356,-4.86,0,0
PEMETREXED,LOMUSTINE,45,275,356,-7.46,0,0
PEMETREXED,LOMUSTINE,32,275,356,-0.59,0,0
PEMETREXED,LOMUSTINE,65,275,356,-8.19,0,0
ABIRATERONE,PACLITAXEL,53,522,477,7.08,0,1
ABIRATERONE,PACLITAXEL,38,522,477,15.4,0,1
ABIRATERONE,PACLITAXEL,34,522,477,5.3,0,1
ABIRATERONE,PACLITAXEL,64,522,477,6.34,0,1
ABIRATERONE,PACLITAXEL,45,522,477,2.47,0,1
ABIRATERONE,PACLITAXEL,65,522,477,13.23,0,1
ABIRATERONE,PACLITAXEL,32,522,477,20.41,0,1
ABIRATERONE,PACLITAXEL,24,522,477,12.86,0,1
ABIRATERONE,PACLITAXEL,36,522,477,10.69,0,1
ABIRATERONE,PACLITAXEL,75,522,477,8.26,0,1
ABIRATERONE,PACLITAXEL,29,522,477,14.22,0,1
ABIRATERONE,PACLITAXEL,72,522,477,10.44,0,1
ABIRATERONE,PACLITAXEL,61,522,477,13.45,0,1
ABIRATERONE,PACLITAXEL,4,522,477,7.02,0,1
ABIRATERONE,PACLITAXEL,40,522,477,15.85,0,1
ABIRATERONE,PACLITAXEL,31,522,477,13.62,0,1
ABIRATERONE,PACLITAXEL,55,522,477,9.03,0,1
ABIRATERONE,PACLITAXEL,23,522,477,0.66,0,1
ABIRATERONE,PACLITAXEL,6,522,477,27.02,0,1
ABIRATERONE,PACLITAXEL,62,522,477,7.99,0,1
ABIRATERONE,PACLITAXEL,68,522,477,4.11,0,1
ABIRATERONE,PACLITAXEL,39,522,477,2.11,0,1
ABIRATERONE,PACLITAXEL,30,522,477,22.3,0,1
ABIRATERONE,PACLITAXEL,54,522,477,11.3,0,1
ABIRATERONE,PACLITAXEL,44,522,477,6.67,0,1
ABIRATERONE,PACLITAXEL,47,522,477,16.02,0,1
ABIRATERONE,PACLITAXEL,11,522,477,15.78,0,1
ABIRATERONE,PACLITAXEL,2,522,477,2.48,0,1
ABIRATERONE,PACLITAXEL,18,522,477,6.66,0,1
ABIRATERONE,PACLITAXEL,57,522,477,11.4,0,1
ABIRATERONE,PACLITAXEL,67,522,477,7.88,0,1
ABIRATERONE,PACLITAXEL,1,522,477,0.63,0,1
ABIRATERONE,PACLITAXEL,28,522,477,15.48,0,1
ABIRATERONE,PACLITAXEL,5,522,477,4.42,0,1
ABIRATERONE,PACLITAXEL,25,522,477,12.48,0,1
ABIRATERONE,PACLITAXEL,8,522,477,10.83,0,1
ABIRATERONE,PACLITAXEL,17,522,477,20.07,0,1
ABIRATERONE,PACLITAXEL,66,522,477,28.9,0,1
ABIRATERONE,PACLITAXEL,49,522,477,20.32,0,1
ABIRATERONE,PACLITAXEL,69,522,477,12.81,0,1
ABIRATERONE,PACLITAXEL,60,522,477,9.19,0,1
ABIRATERONE,PACLITAXEL,26,522,477,15.38,0,1
LENALIDOMIDE,PACLITAXEL,67,551,477,-1.23,0,0
LENALIDOMIDE,PACLITAXEL,18,551,477,-6.39,0,0
LENALIDOMIDE,PACLITAXEL,11,551,477,-7.45,0,0
LENALIDOMIDE,PACLITAXEL,2,551,477,-6.97,0,0
LENALIDOMIDE,PACLITAXEL,44,551,477,-7.0,0,0
LENALIDOMIDE,PACLITAXEL,47,551,477,-3.46,0,0
LENALIDOMIDE,PACLITAXEL,30,551,477,-4.73,0,0
LENALIDOMIDE,PACLITAXEL,54,551,477,-0.72,0,0
LENALIDOMIDE,PACLITAXEL,39,551,477,-0.98,0,0
LENALIDOMIDE,PACLITAXEL,62,551,477,-12.39,0,0
LENALIDOMIDE,PACLITAXEL,68,551,477,-0.73,0,0
LENALIDOMIDE,PACLITAXEL,23,551,477,-5.2,0,0
LENALIDOMIDE,PACLITAXEL,6,551,477,-10.88,0,0
LENALIDOMIDE,PACLITAXEL,60,551,477,-9.61,0,0
LENALIDOMIDE,PACLITAXEL,26,551,477,-7.49,0,0
LENALIDOMIDE,PACLITAXEL,69,551,477,-3.36,0,0
LENALIDOMIDE,PACLITAXEL,66,551,477,-14.95,0,0
LENALIDOMIDE,PACLITAXEL,49,551,477,-4.83,0,0
LENALIDOMIDE,PACLITAXEL,17,551,477,-0.98,0,0
LENALIDOMIDE,PACLITAXEL,8,551,477,-4.46,0,0
LENALIDOMIDE,PACLITAXEL,5,551,477,-7.51,0,0
LENALIDOMIDE,PACLITAXEL,25,551,477,-4.23,0,0
LENALIDOMIDE,PACLITAXEL,1,551,477,-7.35,0,0
LENALIDOMIDE,PACLITAXEL,28,551,477,-7.01,0,0
LENALIDOMIDE,PACLITAXEL,65,551,477,-11.69,0,0
LENALIDOMIDE,PACLITAXEL,32,551,477,-6.24,0,0
LENALIDOMIDE,PACLITAXEL,45,551,477,2.27,0,1
LENALIDOMIDE,PACLITAXEL,64,551,477,-1.14,0,0
LENALIDOMIDE,PACLITAXEL,34,551,477,-8.39,0,0
LENALIDOMIDE,PACLITAXEL,38,551,477,-1.37,0,0
LENALIDOMIDE,PACLITAXEL,53,551,477,-4.97,0,0
LENALIDOMIDE,PACLITAXEL,31,551,477,-12.97,0,0
LENALIDOMIDE,PACLITAXEL,55,551,477,-2.81,0,0
LENALIDOMIDE,PACLITAXEL,40,551,477,-7.04,0,0
LENALIDOMIDE,PACLITAXEL,61,551,477,-6.79,0,0
LENALIDOMIDE,PACLITAXEL,72,551,477,-1.31,0,0
LENALIDOMIDE,PACLITAXEL,75,551,477,-10.28,0,0
LENALIDOMIDE,PACLITAXEL,29,551,477,0.37,0,1
LENALIDOMIDE,PACLITAXEL,36,551,477,-3.35,0,0
LENALIDOMIDE,PACLITAXEL,24,551,477,-9.39,0,0
VEMURAFENIB,PACLITAXEL,24,669,477,14.12,0,1
VEMURAFENIB,PACLITAXEL,36,669,477,0.87,0,1
VEMURAFENIB,PACLITAXEL,75,669,477,7.94,0,1
VEMURAFENIB,PACLITAXEL,29,669,477,7.27,0,1
VEMURAFENIB,PACLITAXEL,72,669,477,12.73,0,1
VEMURAFENIB,PACLITAXEL,61,669,477,6.46,0,1
VEMURAFENIB,PACLITAXEL,4,669,477,5.0,0,1
VEMURAFENIB,PACLITAXEL,40,669,477,13.85,0,1
VEMURAFENIB,PACLITAXEL,31,669,477,1.35,0,1
VEMURAFENIB,PACLITAXEL,55,669,477,-1.51,0,0
VEMURAFENIB,PACLITAXEL,53,669,477,0.89,0,1
VEMURAFENIB,PACLITAXEL,38,669,477,9.58,0,1
VEMURAFENIB,PACLITAXEL,34,669,477,2.06,0,1
VEMURAFENIB,PACLITAXEL,64,669,477,8.1,0,1
VEMURAFENIB,PACLITAXEL,45,669,477,2.72,0,1
VEMURAFENIB,PACLITAXEL,65,669,477,10.07,0,1
VEMURAFENIB,PACLITAXEL,32,669,477,16.79,0,1
VEMURAFENIB,PACLITAXEL,1,669,477,-5.6,0,0
VEMURAFENIB,PACLITAXEL,28,669,477,11.7,0,1
VEMURAFENIB,PACLITAXEL,5,669,477,4.58,0,1
VEMURAFENIB,PACLITAXEL,25,669,477,7.34,0,1
VEMURAFENIB,PACLITAXEL,8,669,477,4.75,0,1
VEMURAFENIB,PACLITAXEL,17,669,477,8.38,0,1
VEMURAFENIB,PACLITAXEL,66,669,477,28.56,0,1
VEMURAFENIB,PACLITAXEL,49,669,477,11.57,0,1
VEMURAFENIB,PACLITAXEL,69,669,477,6.62,0,1
VEMURAFENIB,PACLITAXEL,60,669,477,4.49,0,1
VEMURAFENIB,PACLITAXEL,26,669,477,8.31,0,1
VEMURAFENIB,PACLITAXEL,23,669,477,-0.92,0,0
VEMURAFENIB,PACLITAXEL,6,669,477,11.52,0,1
VEMURAFENIB,PACLITAXEL,62,669,477,13.72,0,1
VEMURAFENIB,PACLITAXEL,68,669,477,16.76,0,1
VEMURAFENIB,PACLITAXEL,39,669,477,5.02,0,1
VEMURAFENIB,PACLITAXEL,30,669,477,15.7,0,1
VEMURAFENIB,PACLITAXEL,54,669,477,4.5,0,1
VEMURAFENIB,PACLITAXEL,44,669,477,8.3,0,1
VEMURAFENIB,PACLITAXEL,47,669,477,1.23,0,1
VEMURAFENIB,PACLITAXEL,11,669,477,9.8,0,1
VEMURAFENIB,PACLITAXEL,2,669,477,0.5,0,1
VEMURAFENIB,PACLITAXEL,18,669,477,6.3,0,1
VEMURAFENIB,PACLITAXEL,57,669,477,7.12,0,1
VEMURAFENIB,PACLITAXEL,67,669,477,10.95,0,1
